,location,name,price,space,latitude,longitude
0,"Lublin, Dziesiąta,  Nowy Świat 37","48,5 m2, ul. Nowy Świat, 2 Pok. BEZPOŚREDNIO",1100.0,48.5,51.224689,22.55873
1,"Lublin, Czechów Górny",Wyremontowane 2 pok. mieszkanie Chodźki blisko Um,1500.0,50,51.2636111,22.5394445
2,"Lublin,  Leszka",Atrakcyjne mieszkanie 4pokojowe,1800.0,85,51.2496532,22.48824
3,"Lublin, Czuby, Jaspisowa","Mieszkanie, 66 m², Lublin",2000.0,-1,-1.0,-1.0
4,"Lublin, LSM,  Pielgrzymia","2-pokojowe mieszkanie, Lublin Lsm, ul. Pielgrzymia",1500.0,44,-1.0,-1.0
5,"Lublin, Centrum, Szeligowskiego 8","Apart. z miejscem parking, z widokiem na Lublin",3150.0,54,-1.0,-1.0
6,"Lublin, Śródmieście,  Spokojna",Ekskluzywny apartament w centrum miasta,3300.0,93,51.2503174,22.5537375
7,"Lublin, Centrum",Mieszkanie w Centrum,400.0,28,52.0339822,23.1192263
8,"Lublin, Sławinek, Dzieci Zamojszczyzny","Mieszkanie, 16 m², Lublin",595.0,16,51.2556328,22.5126038
9,Lublin,"Kawalerka na wynajem- 700 zł/ m-c, umeblowana",700.0,21,51.250559,22.5701022
10,"Lublin, Reymonta","Kawalerka na wynajem- 700 zł/ m-c, umeblowana",700.0,17,51.2211331,22.574235
11,"Lublin, Centrum","Mieszkanie, 12 m², Lublin",800.0,12,52.0339822,23.1192263
12,"Lublin, Centrum",Mieszkanie w Centrum na długi okres,800.0,47,52.0339822,23.1192263
13,"Lublin, Tatary,  Gospodarcza",Dwupokojowe mieszkanie Lublin Tatary,900.0,34,51.2434573,22.5978698
14,"Lublin, Centrum","Mieszkanie, 16 m², Lublin",900.0,16,52.0339822,23.1192263
15,"Lublin, Śródmieście","Mieszkanie, 28 m², Lublin",1000.0,28,51.2472348,22.5555465
16,"Lublin, Sławin","Mieszkanie, 42 m², Lublin",1000.0,42,51.2716239,22.5098266
17,"Lublin, Wieniawa,  Weteranów",Do wynajęcia mieszkanie Wieniawa ul Weteranów 15,1000.0,35,51.2473973,22.540733
18,"Lublin, Ponikwoda","Mieszkanie, 27 m², Lublin",1000.0,27,51.2658578,22.5910126
19,"Lublin, Kalinowszczyzna","Mieszkanie, 48 m², Lublin",1000.0,48,51.2548082,22.5861517
20,Lublin,"Kawalerka na wynajem- 700 zł/ m-c, umeblowana",1000.0,26,51.250559,22.5701022
21,Lublin,"Kawalerka na wynajem- 700 zł/ m-c, umeblowana",1000.0,25,51.250559,22.5701022
22,"Lublin, Centrum, Aleje Racławickie","Mieszkanie, 32 m², Lublin",1000.0,32,-1.0,-1.0
23,"Lublin, Czechów Górny",Pokój w dwupokojowym mieszkaniu przy ul. Chodźki,1050.0,15,51.2636111,22.5394445
24,Lublin,"Kawalerka na wynajem- 700 zł/ m-c, umeblowana",1050.0,29,51.250559,22.5701022
25,"Lublin, w pobliżu ul. Chopina","Mieszkanie,1100zł+opłaty,3pokoje,70m2,centrum!!!",1100.0,70,-1.0,-1.0
26,"Lublin, Centrum","Mieszkanie, 23 m², Lublin",1100.0,23,52.0339822,23.1192263
27,"Lublin, Dziesiąta, Seweryna Sierpińskiego","Mieszkanie, 50 m², Lublin",1100.0,50,51.2045562,22.5736855
28,Lublin,"Kawalerka na wynajem- 700 zł/ m-c, umeblowana",1100.0,31,51.250559,22.5701022
29,"Lublin, Kalinowszczyzna, Lwowska","Mieszkanie, 35 m², Lublin",1100.0,35,51.2522527,22.5757621
30,"Lublin, Dziesiąta,  Nowy Świat 37","48,5 m2, ul. Nowy Świat, 2 Pok. BEZPOŚREDNIO",1100.0,48.5,51.224689,22.55873
31,"Lublin, Centrum","Mieszkanie, 45 m², Lublin",1150.0,45,52.0339822,23.1192263
32,"Lublin, Wieniawa, ks. Jerzego Popiełuszki",*** Nowe Budownictwo *** Blisko Centrum ***,1170.0,26,-1.0,-1.0
33,"Lublin, Śródmieście",2-pokojowe mieszkanie w ścisłym Centrum za 1200 zł,1200.0,43.66,51.2472348,22.5555465
34,"Lublin, Konstantynów, Wacława Rogińskiego","Mieszkanie, 55 m², Lublin",1200.0,55,51.2424774,22.496323
35,"Lublin, Centrum","Mieszkanie, 45 m², Lublin",1200.0,45,52.0339822,23.1192263
36,"Lublin, Ponikwoda","Mieszkanie, 60 m², Lublin",1200.0,60,51.2658578,22.5910126
37,"Lublin, Centrum, Górna","Mieszkanie, 44,66 m², Lublin",1200.0,44.66,52.0339822,23.1192263
38,"Lublin, Abramowice,  Spadochroniarzy",wynajmę mieszkanie 50 m2,1200.0,50,-1.0,-1.0
39,"Lublin, Sławinek, Jagiellońska","Mieszkanie, 55 m², Lublin",1200.0,55,51.2578287,22.5261112
40,"Lublin, Czuby, Bursztynowa","Mieszkanie, 48 m², Lublin",1200.0,48,51.2228016,22.5176387
41,"Lublin, Powstańców Śląskich","Mieszkanie na wynajem, Sławinek, Blisko Kul, 61m",1200.0,61,51.2556792,22.5293873
42,"Lublin, Wrotków, Nałkowskich","Mieszkanie, 32 m², Lublin",1200.0,32,51.1953164,22.538516
43,"Lublin, Ponikwoda","Mieszkanie, 44 m², Lublin",1200.0,44,51.2658578,22.5910126
44,"Lublin, Ponikwoda","Mieszkanie, 47 m², Lublin",1200.0,47,51.2658578,22.5910126
45,"Lublin, Sławinek",Mieszkanie*2 pokoje*80 m.*kondygnacja na Sławinku!,1200.0,80,51.2562379,22.5198078
46,"Lublin, Centrum",2 pokoje centrum!,1250.0,60,52.0339822,23.1192263
47,"Lublin, Rury, Gościnna","Mieszkanie, 34,40 m², Lublin",1250.0,34.4,51.2311072,22.5329669
48,"Lublin, Śródmieście, Czwartaków","Mieszkanie, 37 m², Lublin",1250.0,37,-1.0,-1.0
49,"Lublin, okol. Uniwersytetu Medycznego",Kawalerka przy Uniwersytecie Medycznym,1300.0,28,-1.0,-1.0
50,"Lublin, okol. Uniwersytetu Medycznego","Mieszkanie przy Um, ul. Prusa",1300.0,49,-1.0,-1.0
51,"Lublin, Rudnik, Laurowa",2 pokoje Rudnik,1300.0,48,51.2764783,22.5814438
52,"Lublin, Czechów","Mieszkanie, 28 m², Lublin",1300.0,28,51.2655556,22.5472222
53,"Lublin, Śródmieście",Atrakcyjne mieszkanie w Centrum Nowa cena!!!,1300.0,69,51.2472348,22.5555465
54,"Lublin, Śródmieście","Mieszkanie, 69 m², Lublin",1300.0,69,51.2472348,22.5555465
55,"Lublin, Stare Miasto","Mieszkanie, 65 m², Lublin",1300.0,65,51.2473485,22.5688414
56,"Lublin, LSM, Wigilijna","Mieszkanie, 33 m², Lublin",1300.0,33,-1.0,-1.0
57,"Lublin, Centrum, Peowiaków","Mieszkanie, 26 m², Lublin",1300.0,26,-1.0,-1.0
58,"Lublin, LSM, Leonarda","Mieszkanie, 33 m², Lublin",1300.0,33,51.239756,22.5136572
59,"Lublin, Ponikwoda, Laurowa","Mieszkanie w bezpiecznej okolicy, 48m2, Ponikwoda",1300.0,48,51.2764783,22.5814438
60,"Lublin, Dziesiąta, Kunickiego","Mieszkanie, 50 m², Lublin",1300.0,50,51.2232027,22.575588
61,"Lublin, Bazylianówka, Bolesława Sekutowicza","2 oddz pok, blisko WspiA, Um i Olimp, Bazylianówka",1300.0,50,51.2727493,22.5768072
62,"Lublin, Organowa","Mieszkanie, 37,70 m², Lublin",1300.0,37.7,51.2590656,22.5582694
63,"Lublin, Kalinowszczyzna,  Franciszka Kleeberga",Wynajmę mieszkanie ul. Kleeberga.,1300.0,49,51.2571786,22.5896991
64,"Lublin, Górki","Mieszkanie, 47 m², Lublin",1350.0,47,51.0743097,22.3725539
65,"Lublin, os. Moniuszki",2 pokoje na Rogowskiego!,1350.0,54,51.258738,22.5422786
66,"Lublin, Szerokie","Mieszkanie, 60 m², Lublin",1400.0,60,51.2521239,22.500581
67,"Lublin, okol. Uniwersytetu Medycznego","Mieszkanie, 48 m², Lublin",1400.0,48,-1.0,-1.0
68,Lublin,"Mieszkanie, 60 m², Lublin",1400.0,60,51.250559,22.5701022
69,"Lublin, Węglinek",Przytulne mieszkanie na os.Węglinek!,1400.0,38,51.2182476,22.4841711
70,"Lublin, Rogatka Warszawska, Sielankowa","Mieszkanie, 45 m², Lublin",1400.0,45,-1.0,-1.0
71,"Lublin, Rogatka Warszawska, Żołnierska","Mieszkanie, 54 m², Lublin",1400.0,54,-1.0,-1.0
72,"Lublin, Czuby, Dziewanny","Mieszkanie, 60 m², Lublin",1800.0,-1,51.235358,22.5145586
73,"Lublin, Centrum, Szeligowskiego 8","Apart. z miejscem parking, z widokiem na Lublin",3150.0,54,-1.0,-1.0
74,"Lublin, Bronowice, Kosmonautów",Atrakcyjne Mieszkanie Na Makach,1450.0,-1,51.230771,22.5902188
75,"Lublin, Czuby,  Bursztynowa","wynajmę mieszkanie 3-pokojowe, czuby, bursztynowa",1800.0,51.4,51.2228016,22.5176387
76,"Lublin, Tatary,  Gospodarcza",Dwupokojowe mieszkanie Lublin Tatary,900.0,34,51.2434573,22.5978698
77,"Lublin, Wieniawa,  Legionowa","Nowe, umeblowane, bez opłat dodatkowych",1650.0,40,51.2506286,22.5318759
78,"Lublin, Rogatka Warszawska,  Baśniowa","Wynajmę mieszkanie 2 pokojowe po remoncie, Rogatka",1700.0,49,-1.0,-1.0
79,"Lublin, Sławinek, Czeremchowa","Mieszkanie, wynajem,ok.Ronda Krwiodawców-Sławinek",1500.0,51.7,51.2532648,22.517966
80,"Lublin, os. Mickiewicza",Trzypokojowe mieszkanie na os. Mickiewicza -Lsm,1500.0,48,51.2418491,22.526549
81,"Lublin, Ponikwoda","Mieszkanie na wynajem, 2 pokoje, Czechów blisko Um",1500.0,54,51.2658578,22.5910126
82,"Lublin, LSM,  Konrada Wallenroda","LSM, Mieszkanie dwupokojowe, dla studentek (2-3)",1500.0,48,51.2417022,22.5254673
83,"Lublin, Centrum","Mieszkanie, 38 m², Lublin",1500.0,38,52.0339822,23.1192263
84,"Lublin, Czwartek","2 pokoje, ul. Unicka",1500.0,37.5,51.2549716,22.5744002
85,"Lublin, Bazylianówka",Bazylianówka.! 2 pokoje do wynajęcia blisko Um.!,1500.0,54,51.2625344,22.5769461
86,"Lublin, Stare Miasto, Jezuicka","Mieszkanie z kominkiem, Stare Miasto Centrum",1500.0,40,51.2471396,22.5680406
87,"Lublin, Śródmieście","Mieszkanie Uniwersytet Medyczny 1500 zł, 2 pokoje",1500.0,37.5,51.2472348,22.5555465
88,"Lublin, Czechów Górny, Partyzantów","Mieszkanie, 92 m², Lublin",1500.0,92,51.2631752,22.539629
89,"Lublin, Czechów Górny",Wyremontowane 2 pok. mieszkanie Chodźki blisko Um,1500.0,50,51.2636111,22.5394445
90,"Lublin, Czuby","Mieszkanie, 53 m², Lublin",1500.0,53,51.2285398,22.5209437
91,"Lublin, Centrum","2 odrębne pokoje, Ścisłe centrum.",1500.0,53,52.0339822,23.1192263
92,"Lublin, Centrum,  Fryderyka Chopina",Komfortowy apartament typu studio - ścisłe CENTRUM,1500.0,36,52.0308325,23.1134420359092
93,"Lublin, Czuby","Mieszkanie, 54 m², Lublin",1500.0,54,51.2285398,22.5209437
94,"Lublin, Czechów Dolny","Mieszkanie, 50 m², Lublin",1500.0,50,51.2608333,22.5291667
95,"Lublin, Centrum, Chopina","Mieszkanie, 63 m², Lublin",1500.0,63,52.0308325,23.1134420359092
96,"Lublin, Śródmieście, M.C. Skłodowskiej","Mieszkanie, 54 m², Lublin",1500.0,54,51.2460268,22.5475991
97,"Lublin, Czechów Dolny, Organowa","Mieszkanie, 68 m², Lublin",1500.0,68,51.2590656,22.5582694
98,"Lublin, Sławinek, Czeremchowa","Mieszkanie, 56 m², Lublin",1500.0,56,51.2532648,22.517966
99,"Lublin, Centrum, Chopina","Mieszkanie, 60 m², Lublin",1500.0,60,52.0308325,23.1134420359092
100,"Lublin, Rudnik, Laurowa","Mieszkanie, 48 m², Lublin",1500.0,48,51.2764783,22.5814438
101,"Lublin, Sławinek, Kolorowa","Mieszkanie, 42 m², Lublin",1500.0,42,51.2520273,22.5190027
102,"Lublin, Węglinek, Jantarowa","Mieszkanie, 50 m², Lublin",1500.0,50,51.2253365,22.4919224
103,"Lublin, Słowackiego os., Balladyny","2-pokojowe, Lsm, ul. Balladyny",1500.0,37,-1.0,-1.0
104,"Lublin, Wrotków, Domeyki","Mieszkanie, 47 m², Lublin",1500.0,47,51.2048722,22.5492728
105,"Lublin, Wieniawa","Mieszkanie obok miasteczka akademickiego, dla 4 os",1500.0,54,51.2499359,22.5371973
106,"Lublin, Mariańska","Mieszkanie na wynajem, Ponikwoda, Umcs",1500.0,54,51.2677923,22.5741686
107,"Lublin, Dziesiąta, Władysława Stanisława Reymonta","Wysoki standard 30m2, wszystkie opłaty wliczone.",1500.0,30,51.2226495,22.5792632
108,"Lublin, Śródmieście, Fryderyka Chopina","Mieszkanie, 36 m², Lublin",1500.0,36,51.2476408,22.5546405
109,"Lublin, Ponikwoda","Mieszkanie, 50 m², Lublin",1500.0,50,51.2658578,22.5910126
110,"Lublin, LSM,  Pielgrzymia","2-pokojowe mieszkanie, Lublin Lsm, ul. Pielgrzymia",1500.0,44,-1.0,-1.0
111,"Lublin, Śródmieście,  Józefa Piłsudskiego",Duże mieszkanie w centrum Lublina,1500.0,90,50.4533986,23.4187539
112,"Lublin, Dziesiąta,  Władysława Stanisława Reymonta","mieszkanie po remoncie,opłaty za media w czynszu",1500.0,30,51.2226495,22.5792632
113,"Lublin, os. Słowackiego",Super przytulne 2 pokoje na Lsm-ie!,1550.0,38,51.2447774,22.5205194
114,"Lublin, Czuby, Dziewanny","Mieszkanie, 66 m², Lublin",1550.0,66,51.235358,22.5145586
115,"Lublin, Bazylianówka, Dożynkowa","Mieszkanie, 46,90 m², Lublin",1550.0,46.9,51.2767054,22.5839832
116,"Lublin, Czechów,  Harnasie 21",Mieszkanie 3 pok. w dobrej lokalizacji (CZECHÓW),1580.0,60,51.2766358,22.5474281
117,"Lublin, os. Nowowiejskiego, Organowa",Mieszkanie blisko centrum a także Um,1590.0,60,-1.0,-1.0
118,"Lublin, Sławin, Limbowa","Piękne MIESZKANIE na SŁAWINIE, od listopada",1600.0,47,51.268375,22.5177537
